	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20	status	stable	status_best	stable_best
gya	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
gyb	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
gyd	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	h	s	dead	-	dead	-
gye	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gyf	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
gyg	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gyi	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gyl	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gym	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
gyn	s	v	s	s	v	s	v	s	s	s	s	s	h	s	v	v	v	v	h	s	borderline	-	borderline	-
gyo	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gyr	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
gyy	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
gyz	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
gza	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gzi	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gzn	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
haa	s	h	s	s	h	s	h	s	s	s	s	s	h	h	h	s	s	s	s	h	dead	-	dead	-
hab	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hac	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
had	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hae	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
haf	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hag	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hah	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hai	h	h	s	h	s	h	h	s	v	s	h	v	h	s	h	h	v	h	h	v	borderline	-	dead	h
haj	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hak	v	v	v	v	v	v	v	v	tg	v	v	v	v	tg	v	v	v	v	v	v	living	-	living	v
hal	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ham	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
han	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hao	s	v	s	s	s	s	v	s	s	s	s	s	tg	s	s	v	s	s	s	s	borderline	-	borderline	-
hap	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
haq	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
har	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
has	s	h	s	s	s	s	h	s	s	s	s	h	s	h	h	s	s	s	h	s	dead	-	dead	-
hat	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
hau	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
hav	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
haw	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
hax	s	h	s	s	h	s	h	s	s	s	s	s	h	h	h	s	s	s	s	s	dead	-	dead	-
hay	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	v	s	borderline	-	dead	s
haz	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hba	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hbb	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hbn	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hbo	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
hbs	h	h	v	h	h	h	h	h	v	h	h	h	h	h	v	h	v	h	v	v	borderline	-	dead	h
hbu	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hca	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hch	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hdn	s	h	s	s	h	s	h	s	h	h	h	h	h	h	h	s	h	s	h	s	dead	-	dead	-
hds	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hdy	s	v	s	s	s	s	v	s	s	s	v	s	tg	s	s	v	v	v	s	s	borderline	-	borderline	-
hea	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
heb	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	living	tg	living	tg
hed	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
heg	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
heh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hei	s	h	s	s	h	s	h	s	h	s	h	h	h	h	h	s	h	s	h	s	dead	-	dead	-
hem	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
her	v	v	v	s	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	borderline	-	living	v
hgm	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hgw	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hhi	h	s	s	h	s	s	s	h	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hhr	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hhy	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hia	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hib	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hid	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
hif	v	v	h	v	v	v	v	v	h	v	v	v	v	v	v	v	v	v	v	v	borderline	-	living	v
hig	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hih	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hii	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hij	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hik	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hil	v	v	v	s	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	borderline	-	living	v
hin	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	living	tg	living	tg
hio	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hir	h	s	s	h	s	s	s	h	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hit	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hiw	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hix	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hji	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hka	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hke	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hkh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hkk	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hkn	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hks	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hla	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hlb	s	v	v	s	s	s	v	s	tg	s	v	v	tg	s	s	v	v	v	v	s	borderline	-	borderline	-
hld	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hle	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hlt	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hlu	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hma	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmb	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmc	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmd	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hme	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmf	h	s	s	h	s	s	s	h	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hmg	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmi	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmj	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hml	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmm	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmn	s	h	h	h	s	h	h	s	v	s	h	v	v	s	v	h	v	h	h	h	borderline	-	dead	h
hmo	s	v	s	s	v	v	v	v	v	v	v	v	v	v	v	v	v	v	h	h	borderline	-	living	v
hmp	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmq	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmr	s	v	v	s	v	s	v	s	v	s	v	v	h	s	v	v	v	v	v	h	borderline	-	borderline	-
hms	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmt	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmu	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmv	h	s	s	h	s	s	s	h	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hmw	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmy	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hmz	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hna	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hnd	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hne	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hng	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hnh	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hni	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hnj	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hnm	h	s	s	h	s	s	s	h	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hnn	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hno	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hns	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hnu	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hoa	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
hob	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hoc	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hod	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hoe	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hoh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hoi	s	h	s	s	s	s	s	s	s	s	s	s	s	h	h	s	s	s	s	s	dead	-	dead	-
hoj	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hol	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hom	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hoo	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hop	s	h	s	s	s	s	h	s	s	s	s	s	s	h	s	s	s	s	s	s	dead	-	dead	-
hor	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hos	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hot	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hov	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
how	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hoy	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hoz	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hpo	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hps	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hra	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hrc	s	s	s	s	s	s	s	s	h	s	s	v	s	s	s	s	s	s	s	s	borderline	-	dead	s
hre	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
hrk	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hrm	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hro	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hrp	h	h	h	h	s	h	h	h	h	s	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hrr	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hrt	s	h	s	s	s	s	s	s	s	s	s	s	s	h	h	s	s	s	s	s	dead	-	dead	-
hru	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hrv	tg	tg	tg	tg	tg	v	tg	tg	tg	tg	tg	tg	tg	v	tg	tg	tg	tg	tg	tg	living	-	living	-
hrw	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hrx	s	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	dead	-	dead	s
hrz	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hsb	v	h	v	v	h	v	h	v	h	h	v	h	h	h	h	h	h	h	v	v	borderline	-	borderline	-
hsf	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hsh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hsl	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hsn	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hss	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hti	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hto	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
hts	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
htu	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hub	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
huc	s	h	s	s	s	s	h	s	s	s	s	h	s	h	h	s	s	s	h	s	dead	-	dead	-
hud	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hue	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
huf	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hug	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
huh	s	h	s	s	s	s	s	s	s	s	s	s	s	h	h	s	s	s	s	s	dead	-	dead	-
hui	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
huj	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
huk	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hul	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hum	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hun	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	living	tg	living	tg
huo	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hup	s	h	s	s	h	s	h	s	h	s	h	h	h	h	h	s	h	s	h	s	dead	-	dead	-
huq	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hur	s	h	s	s	s	s	h	s	s	s	s	s	s	h	s	s	s	s	s	s	dead	-	dead	-
hus	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hut	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
huu	s	h	s	s	s	s	h	s	s	s	s	s	s	h	s	s	s	s	s	s	dead	-	dead	-
huv	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
huw	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hux	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
huy	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
huz	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
hva	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
hvc	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hve	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hvk	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hvn	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
hvv	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hwa	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hwc	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	v	s	borderline	-	dead	s
hwo	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hya	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hye	tg	v	v	v	v	v	v	v	tg	v	v	v	tg	tg	tg	v	v	v	v	tg	living	-	living	v
hyw	v	s	v	v	v	v	v	v	h	v	v	h	s	v	s	s	v	s	v	v	borderline	-	borderline	-
iai	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
ian	s	h	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	-
iap	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
iar	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
iba	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
ibb	s	v	v	s	s	s	v	s	tg	s	v	v	tg	s	s	v	v	v	v	v	borderline	-	borderline	-
ibd	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ibe	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibg	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ibh	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibi	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
ibl	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ibm	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibn	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibo	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
ibr	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibu	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
iby	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ica	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ich	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
icl	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	s	s	dead	-	dead	s
icr	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ida	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
idb	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
idc	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
idd	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ide	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
idi	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ido	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
idr	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ids	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
idt	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
idu	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	v	s	borderline	-	dead	s
ifa	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ifb	s	s	s	s	s	s	s	s	h	s	s	h	s	s	s	s	s	s	v	s	borderline	-	dead	s
ife	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
iff	h	h	h	h	h	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	dead	-	dead	h
ifk	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ifm	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ifu	s	v	s	s	v	s	v	s	s	s	s	s	h	s	v	v	v	v	h	s	borderline	-	borderline	-
